dataset_name,type,layer,binarize_value,top_n,width,linear_macro_f1_score
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.4946539142353363
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.5055242075931731
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.4872816248310319
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.4871023561798995
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.5235548764960529
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.6725146198830408
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.5040389226435739
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.6960658449752469
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.5781388152077808
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.6856600373385326
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,16k,0.5823660332134909
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.4885932495688593
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.3910828212716766
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.5423198925523809
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,16k,0.5085043382915724
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.5459983963920972
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,16k,0.5873444294496927
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,16k,0.5569794159864657
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,16k,0.6461627700401756
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,16k,0.5805836398040296
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.4936507936507937
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.4951698628169216
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.5933403291641268
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.6177051836410357
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.6437618974121521
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.5632538220408033
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.560425593130693
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.4825184970259683
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.512391512987482
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.63861459100958
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.4220872057643903
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.5832960995761576
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.6207905046351964
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.6609195402298851
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.6159218611860685
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.5152036652036652
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.5682540537974237
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.5091991658763826
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.4402407854498631
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.442377221019349
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.5510236253030044
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.4937860937860938
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.5682397252686385
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.4699354317998385
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.4661016949152542
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.7062671045429666
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.4150236434008736
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.6205747553573641
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.6206290408327759
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.6604389619095502
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.4398627686577832
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.5870634191966604
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.5600216802168022
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.6145307804703223
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.7126539355443123
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.6038737902474439
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.5304863304863305
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.5218243819266837
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.6262297358816676
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.4986657870141294
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,20,65k,0.5167526257685906
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.6531251004209647
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,20,65k,0.5178053830227743
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,50,65k,0.6430768635493045
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.5038641206500672
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,50,65k,0.6128598892826536
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,1,0,65k,0.6667560229576933
cardiffnlp/tweet_sentiment_multilingual,Hidden States,5,0,0,65k,0.6433719109631046
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.5427650714617941
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.5021627210603589
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6747172433315748
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6963755199049316
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.5152754182754182
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6384539665938663
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.4938542938542938
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.621351573327858
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.618671554508161
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6952649720539968
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.5161673690258507
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.640857964165163
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6329888133542506
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.6611196712891628
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.535416287425459
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.5243535610995255
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.3989934185056136
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6270038471464496
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.5383000634734129
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.4489680148983462
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.5
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5297422483143364
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6565273069679849
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5507036123603656
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.4864328097410804
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5843386103918254
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6285031225730396
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.6327635327635327
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6402116402116402
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.65084410538956
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6906524305733792
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6399360670194004
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.426899223803921
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5039923980601947
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5484413127161218
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6332066010965093
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.5010391674135887
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.4831294030404152
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6027777777777777
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.4884027777777778
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6328458958051416
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.5111963233573282
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.5958569592887878
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.4241311591370227
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.5019155610077677
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6373347987575074
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5122854867540955
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6042201121661391
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5132671250318309
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5065473582033992
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5191857849752587
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.4578397212543554
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.56991006148222
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6037855389245267
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.4799295494133783
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6125539595316902
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.6615306444746563
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6950338164251207
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.4917434715821813
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.4566250055673755
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.4773491910425372
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.5984665052461663
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.4756021276171883
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6460254652708541
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.5261127761127761
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6778577179368587
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.6885875706214689
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.4532080713898896
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6118371212121212
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.4551153998370785
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6215325670498085
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.5280692314590619
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5456352808627073
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.595175225256526
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6147427793445492
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.4887742569393269
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.4469525698104181
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6098293075684379
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6883233440275642
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.5597749052294506
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.6236888517590272
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6315744861199407
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.4964684438368649
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.6016267696267698
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.5492239886127832
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.7018079959256429
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.6887780741927357
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,50,16k,0.5045907251789604
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.7413793103448275
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.5171214953271028
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.6679377151960533
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,50,16k,0.5416666666666666
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,20,16k,0.5934415938583762
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,1,0,16k,0.6320472797586741
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,20,16k,0.4696620583717357
cardiffnlp/tweet_sentiment_multilingual,Hidden States,9,0,0,16k,0.50577297945719
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.5207063543454651
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.65371231026846
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.6091606133979015
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.638472910531734
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.6290737266347023
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.7614128362159859
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.7577636697875252
cardiffnlp/tweet_sentiment_multilingual,SAE Features,12,0,0,16k,0.7691844727651403
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.6447686244597
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.5161390924684235
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.527788372834702
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.7926231893533529
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.601601990720724
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.6041534577903017
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.6486560287370247
cardiffnlp/tweet_sentiment_multilingual,SAE Features,19,0,0,16k,0.7596181416884069
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6432692985661084
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6556149732620321
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.614578526972018
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6580814439479469
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6172816415840718
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.7865828544153479
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.8114409522609166
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6917583603020496
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.810370592581482
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.5596987861209582
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.585275619681835
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.7152666956816094
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.8567354214413038
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6359231726451333
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6788455121788455
cardiffnlp/tweet_sentiment_multilingual,SAE Features,20,0,0,16k,0.6519986690404399
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.7990108208336707
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.5955877951679338
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6492526855810871
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.7527654660292514
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.5862181133367574
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6151986958017379
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.7124283491603628
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.5958701134930644
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6030096782447879
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.5864799103161865
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6134593239856397
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6257476431612886
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.4719918755058718
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.73126782829845
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.8505987190197716
cardiffnlp/tweet_sentiment_multilingual,SAE Features,31,0,0,16k,0.6612505746172962
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.6545557325659078
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.7274163972708078
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.6266148976793655
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.5452326170617802
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.5293949070662409
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.7413380593708463
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.5986403723193354
cardiffnlp/tweet_sentiment_multilingual,SAE Features,5,0,0,16k,0.6126815944997762
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.7918401692716706
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.4958989855385279
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6708777782087584
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6789816612729234
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.5753220091455385
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6919401559709867
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6537366433987782
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.7424345386613601
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6168576521517698
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.660918693195775
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.7486196154259318
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.5911588656657835
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.5912060918693195
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.6776706940995322
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.7768141444612033
cardiffnlp/tweet_sentiment_multilingual,SAE Features,9,0,0,16k,0.5595003184889774
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,1,0,16k,0.8370316552134733
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,0,20,16k,0.8448514910588281
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,0,0,16k,0.8264793802262227
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,1,50,16k,0.8378441118636661
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,0,50,16k,0.8392779802937886
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,12,1,20,16k,0.8319683325795604
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,1,0,16k,0.8306177309633531
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,0,20,16k,0.8192049022237408
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,1,50,16k,0.8050012494199121
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,1,20,16k,0.8132654382654383
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,0,0,16k,0.8267089197037454
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,19,0,50,16k,0.8074344341534911
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,0,16k,0.8242120761819567
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,20,16k,0.8403354092001326
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,50,16k,0.8425131584400514
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,0,16k,0.8263801294104325
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,20,16k,0.8391619603740816
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,50,16k,0.8365553053053053
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,0,16k,0.8338731750023409
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,20,16k,0.8316323478115593
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,0,16k,0.8310121038070104
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,20,16k,0.8266134134147585
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,0,50,16k,0.8438238937056638
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,20,1,50,16k,0.8406576768553446
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,50,16k,0.8445680628272252
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,20,16k,0.8216575091575091
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,0,16k,0.821095487481168
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,50,16k,0.8198381108770928
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,0,16k,0.8143028678339058
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,20,16k,0.821607142049131
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,0,16k,0.828861603931028
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,0,16k,0.8308682989751324
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,20,16k,0.8417054435211061
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,50,16k,0.8339733812688384
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,0,50,16k,0.8299844748981025
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,31,1,20,16k,0.8279161711544974
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,1,0,16k,0.814581027583258
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,0,20,16k,0.8396250250674413
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,1,50,16k,0.8293737567857609
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,0,50,16k,0.8126610644257704
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,1,20,16k,0.8418780337847707
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,5,0,0,16k,0.8078556692690425
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,9,0,0,16k,0.8250952460018139
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,9,1,20,16k,0.8191278715550299
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,9,0,20,16k,0.8216876786354528
gallifantjack/pminervini_NQ_Swap_org_answer_None_openai_google_gemma_2_9b_it,Hidden States,9,1,50,16k,0.8393685662883655
